name,llf,aic,c_index,n_rows
M_a,-7449.571703846983,14919.143407693966,0.8551906101092258,27729
M_b,-7427.101952648389,14876.203905296778,0.8505960890403789,27729
M_c,-7420.1737517445035,14864.347503489007,0.8492201199374372,27729
