name,llf,aic,c_index,n_rows
M_a,-7449.571703846983,14919.143407693966,0.8551906101092258,27729
M_b,-7440.472396927735,14902.94479385547,0.8529779696210746,27729
M_c,-7440.470536894166,14904.941073788332,0.852893240004549,27729
